1800.000000 679417.643853
1775.000000 632240.857227
1750.000000 587069.900879
1725.000000 545069.829595
1700.000000 506515.237272
1675.000000 470979.123250
1650.000000 436918.475230
1625.000000 406290.229299
1600.000000 377143.393201
1575.000000 350909.859847
1550.000000 325610.287771
1525.000000 303060.031365
1500.000000 281041.758070
1475.000000 260876.608086
1450.000000 242622.017921
1425.000000 225864.671868
1400.000000 209367.085429
1375.000000 194496.015462
1350.000000 180812.607385
1325.000000 168004.182502
1300.000000 156719.599850
1275.000000 145438.002892
1250.000000 135157.838164
1225.000000 125450.045115
1200.000000 116658.360822
1175.000000 108384.484816
1150.000000 100914.087423
1125.000000 93850.920505
1100.000000 87136.992273
1075.000000 81113.439132
1050.000000 75221.798353
1025.000000 70227.309413
1000.000000 65312.993807
975.000000 60661.780655
950.000000 56554.888909
925.000000 52559.764028
900.000000 48909.514553
875.000000 45609.683901
850.000000 42446.488389
825.000000 39472.628759
800.000000 36722.500535
775.000000 34275.991005
750.000000 31851.657837
725.000000 29703.493890
700.000000 27656.366202
675.000000 25826.020761
650.000000 24030.339186
625.000000 22425.486149
600.000000 20883.137167
575.000000 19508.649877
550.000000 18194.447992
525.000000 16956.360965
500.000000 15801.071665
475.000000 14773.557500
450.000000 13770.411571
425.000000 12871.225863
400.000000 12014.192786
375.000000 11208.239282
350.000000 10476.678855
325.000000 9791.986184
300.000000 9149.270457
275.000000 8556.913937
250.000000 7984.996584
225.000000 7477.399517
200.000000 6991.310801
175.000000 6557.378710
150.000000 6120.365053
125.000000 5719.809611
100.000000 5365.761611
75.000000 5035.388444
50.000000 4708.442421
25.000000 4412.600197
